OBJECTID_1,OBJECTID,CustomerID,Count_,Country,State,City,Zip_Code,Lat_Long,Lat_Long_X,Lat_Long_Y,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Churn_Value,Churn_Score,CLTV,Churn_Reason,NEAR_FID,NEAR_DIST,BUFF_DIST,No_in_mile,Shape_Length,Shape_Area
3765,3765,5380-XPJNZ,1,United States,California,San Francisco,94103,"37.773147, -122.411287",-122.411287000000002,37.773147000000002,37.773147000000002,-122.411287000000002,Female,No,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.050000000000001,678.200000000000045,No,0,27,4539,,232,3260.283272547510933,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
3766,3766,8263-QMNTJ,1,United States,California,San Francisco,94104,"37.791222, -122.402241",-122.402241000000004,37.791221999999998,37.791221999999998,-122.402241000000004,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.549999999999997,8425.299999999999272,No,0,58,5890,,1103,0.000000000000000,5280.000000000000000,6,33175.218421908211894,87582576.633837684988976
3767,3767,3230-JCNZS,1,United States,California,San Francisco,94107,"37.768881, -122.395521",-122.395521000000002,37.768881000000000,37.768881000000000,-122.395521000000002,Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),99.000000000000000,7061.649999999999636,No,0,74,4305,,1105,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3768,3768,0277-ORXQS,1,United States,California,San Francisco,94108,"37.791998, -122.408653",-122.408653000000001,37.791998000000000,37.791998000000000,-122.408653000000001,Male,No,Yes,Yes,66,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),50.549999999999997,3364.550000000000182,No,0,30,4652,,233,0.000000000000000,5280.000000000000000,7,33175.218421908211894,87582576.633837684988976
3769,3769,7996-BPXHY,1,United States,California,San Francisco,94111,"37.801776, -122.402293",-122.402293000000000,37.801775999999997,37.801775999999997,-122.402293000000000,Female,No,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.000000000000000,332.500000000000000,No,0,21,4734,,1103,3845.852354680962890,5280.000000000000000,6,33175.218421908211894,87582576.633837684988976
3770,3770,3227-WLKLI,1,United States,California,San Francisco,94112,"37.720498, -122.443119",-122.443118999999996,37.720497999999999,37.720497999999999,-122.443118999999996,Female,No,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.549999999999997,5963.949999999999818,No,0,26,4921,,1549,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3771,3771,2266-FUBDZ,1,United States,California,San Francisco,94115,"37.786031, -122.437301",-122.437301000000005,37.786031000000001,37.786031000000001,-122.437301000000005,Male,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.350000000000001,278.850000000000023,No,0,54,2742,,1551,0.000000000000000,5280.000000000000000,3,33175.218421908211894,87582576.633837684988976
3772,3772,8237-ULIXL,1,United States,California,San Francisco,94116,"37.74441, -122.486764",-122.486763999999994,37.744410000000002,37.744410000000002,-122.486763999999994,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.850000000000001,1871.849999999999909,No,0,78,4067,,669,5845.283115154496954,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3773,3773,8216-AZUUZ,1,United States,California,San Francisco,94118,"37.781304, -122.461522",-122.461522000000002,37.781303999999999,37.781303999999999,-122.461522000000002,Female,No,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,100.400000000000006,4303.649999999999636,No,0,76,3265,,671,5954.080067232747751,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3774,3774,9153-BTBVV,1,United States,California,San Francisco,94121,"37.776718, -122.495781",-122.495780999999994,37.776718000000002,37.776718000000002,-122.495780999999994,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.000000000000000,1753.000000000000000,No,0,79,4066,,1553,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3775,3775,5186-PEIZU,1,United States,California,San Francisco,94124,"37.731505, -122.384532",-122.384531999999993,37.731504999999999,37.731504999999999,-122.384531999999993,Female,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.250000000000000,617.649999999999977,No,0,67,4988,,666,11172.400307866440926,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3776,3776,1074-AMIOH,1,United States,California,San Francisco,94127,"37.736535, -122.45732",-122.457319999999996,37.736535000000003,37.736535000000003,-122.457319999999996,Female,No,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.250000000000000,5935.100000000000364,No,0,73,5989,,1108,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
3777,3777,4361-FEBGN,1,United States,California,San Francisco,94131,"37.746699, -122.442833",-122.442832999999993,37.746699000000000,37.746699000000000,-122.442832999999993,Male,No,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.149999999999999,982.950000000000045,No,0,43,4399,,236,0.000000000000000,5280.000000000000000,4,33175.218421908211894,87582576.633837684988976
3778,3778,7748-UMTRK,1,United States,California,San Francisco,94132,"37.722302, -122.491129",-122.491129000000001,37.722301999999999,37.722301999999999,-122.491129000000001,Female,Yes,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.299999999999997,2974.500000000000000,No,0,34,2440,,1110,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
3779,3779,0380-ZCSBI,1,United States,California,San Francisco,94133,"37.802071, -122.411004",-122.411004000000005,37.802070999999998,37.802070999999998,-122.411004000000005,Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.000000000000000,198.699999999999989,No,0,66,2411,,233,3716.785176724923531,5280.000000000000000,5,33175.218421908211894,87582576.633837684988976
3780,3780,7145-FEJWU,1,United States,California,San Francisco,94134,"37.721052, -122.413573",-122.413573000000000,37.721052000000000,37.721052000000000,-122.413573000000000,Female,No,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.299999999999997,1275.650000000000091,No,0,72,5913,,1549,8567.265980417758328,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3781,3781,6463-MVYRY,1,United States,California,Palo Alto,94301,"37.444314, -122.149996",-122.149996000000002,37.444313999999999,37.444313999999999,-122.149996000000002,Female,Yes,No,No,57,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),69.849999999999994,4003.000000000000000,No,0,72,4759,,1557,11245.782926446752754,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3782,3782,3969-JQABI,1,United States,California,Palo Alto,94303,"37.45809, -122.115398",-122.115397999999999,37.458089999999999,37.458089999999999,-122.115397999999999,Female,No,Yes,No,58,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.250000000000000,3791.599999999999909,No,0,64,5912,,1557,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3783,3783,9624-EGDEQ,1,United States,California,Palo Alto,94304,"37.386978, -122.177746",-122.177745999999999,37.386977999999999,37.386977999999999,-122.177745999999999,Female,No,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.800000000000001,813.299999999999955,No,0,61,5336,,237,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
3784,3784,1051-EQPZR,1,United States,California,Stanford,94305,"37.424342, -122.165641",-122.165640999999994,37.424342000000003,37.424342000000003,-122.165640999999994,Female,No,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.600000000000001,780.250000000000000,No,0,36,5584,,1558,10407.599683548947723,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3785,3785,5849-ASHZJ,1,United States,California,Palo Alto,94306,"37.416159, -122.131337",-122.131337000000002,37.416159000000000,37.416159000000000,-122.131337000000002,Male,No,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.050000000000001,552.899999999999977,No,0,65,2400,,1558,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3786,3786,5780-INQIK,1,United States,California,San Mateo,94401,"37.590421, -122.306467",-122.306466999999998,37.590420999999999,37.590420999999999,-122.306466999999998,Female,No,No,No,8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,49.399999999999999,408.250000000000000,No,0,48,2907,,1112,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3787,3787,4526-ZJJTM,1,United States,California,San Mateo,94403,"37.538309, -122.305109",-122.305109000000002,37.538308999999998,37.538308999999998,-122.305109000000002,Female,Yes,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.400000000000006,2191.150000000000091,No,0,51,4849,,1559,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3788,3788,8384-FZBJK,1,United States,California,San Mateo,94404,"37.556094, -122.272437",-122.272436999999996,37.556094000000002,37.556094000000002,-122.272436999999996,Female,No,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.599999999999994,5611.699999999999818,No,0,48,6351,,1559,11483.471452499850784,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3789,3789,3750-RNQKR,1,United States,California,Alameda,94501,"37.774633, -122.274434",-122.274433999999999,37.774633000000001,37.774633000000001,-122.274433999999999,Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.449999999999999,246.250000000000000,No,0,33,4788,,262,10839.940217312778259,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3790,3790,0962-CQPWQ,1,United States,California,Alameda,94502,"37.724817, -122.224363",-122.224362999999997,37.724817000000002,37.724817000000002,-122.224362999999997,Female,No,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.300000000000001,1296.150000000000091,No,0,56,4574,,1579,15003.609068848154493,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3791,3791,3096-YXENJ,1,United States,California,Danville,94506,"37.791481, -121.903253",-121.903253000000007,37.791480999999997,37.791480999999997,-121.903253000000007,Female,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.650000000000006,7082.850000000000364,No,0,25,4193,,678,23077.549896928616363,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3792,3792,1265-BCFEO,1,United States,California,Alamo,94507,"37.855717, -121.994813",-121.994812999999994,37.855716999999999,37.855716999999999,-121.994812999999994,Female,No,Yes,No,71,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.450000000000003,5662.250000000000000,No,0,75,4518,,678,15516.112091458577197,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3793,3793,5837-LXSDN,1,United States,California,Angwin,94508,"38.542448, -122.419923",-122.419922999999997,38.542448000000000,38.542448000000000,-122.419922999999997,Female,No,Yes,Yes,21,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.850000000000001,1215.450000000000045,No,0,25,2845,,1560,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3794,3794,5945-AZYHT,1,United States,California,Antioch,94509,"37.980057, -121.801599",-121.801598999999996,37.980057000000002,37.980057000000002,-121.801598999999996,Male,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,109.599999999999994,7854.149999999999636,No,0,22,4564,,239,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
3795,3795,8325-QRPZR,1,United States,California,Benicia,94510,"38.113533, -122.11926",-122.119259999999997,38.113532999999997,38.113532999999997,-122.119259999999997,Female,No,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.150000000000006,525.000000000000000,No,0,50,4216,,249,36071.978205232342589,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3796,3796,6384-VMJHP,1,United States,California,Bethel Island,94511,"38.050558, -121.646924",-121.646923999999999,38.050558000000002,38.050558000000002,-121.646923999999999,Female,No,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),73.000000000000000,5265.199999999999818,No,0,80,5127,,1569,21743.057652160958241,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3797,3797,2262-SLNVK,1,United States,California,Birds Landing,94512,"38.140719, -121.838298",-121.838297999999995,38.140718999999997,38.140718999999997,-121.838297999999995,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.099999999999994,70.099999999999994,No,0,74,2475,,240,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3798,3798,7730-CLDSV,1,United States,California,Brentwood,94513,"37.908242, -121.682472",-121.682472000000004,37.908242000000001,37.908242000000001,-121.682472000000004,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.650000000000006,7129.449999999999818,No,0,78,4616,,1569,33228.128534551302437,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3799,3799,1135-HIORI,1,United States,California,Byron,94514,"37.83323, -121.601461",-121.601461000000000,37.833230000000000,37.833230000000000,-121.601461000000000,Female,No,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.450000000000003,7266.949999999999818,No,0,74,5129,,241,0.000000000000000,5280.000000000000000,3,33175.218421908211894,87582576.633837684988976
3800,3800,0164-APGRB,1,United States,California,Calistoga,94515,"38.629618, -122.593216",-122.593215999999998,38.629618000000001,38.629618000000001,-122.593215999999998,Female,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.900000000000006,8496.700000000000728,No,0,69,4589,,1115,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
